0.100320335	        0.117979239
0.101948955	        0.117976185
0.103604014	        0.118873147
0.105285942	        0.119770109
0.106995174	        0.119767056
0.108732155	        0.121564033
0.110497334	        0.12156098
0.112291169	        0.123357957
0.114114125	        0.123354904
0.115966676	        0.125151881
0.117849302	        0.126048843
0.11976249	        0.126945805
0.121706738	        0.128742783
0.123682549	        0.129639745
0.125690435	        0.131436722
0.127730918	        0.1332337
0.129804527	        0.135030678
0.131911799	        0.136827655
0.13405328	        0.139524648
0.136229527	        0.142221641
0.138441104	        0.144918634
0.140688584	        0.148515643
0.14297255	        0.152112651
0.145293594	        0.156609675
0.147652318	        0.161106699
0.150049335	        0.165603723
0.152485265	        0.170550755
0.15496074	        0.175497787
0.157476403	        0.180894826
0.160032906	        0.186291866
0.162412809	        0.190489139
0.16504945	        0.195886179
0.167954136	        0.203383
0.170909941	        0.20847978
0.1734516	        0.215077094
0.176267447	        0.220474134
0.179129007	        0.223621135
0.182037022	        0.22586812
0.184992246	        0.225865066
0.187995447	        0.225862013
0.191047401	        0.225858959
0.194148902	        0.225855906
0.197300753	        0.226752868
0.200503772	        0.22764983
0.203758789	        0.228096784
0.207066649	        0.230118766
0.210428209	        0.238665859
0.213844341	        0.246762945
0.217315932	        0.255760047
0.220843881	        0.264082137
0.224429103	        0.272854234
0.228072529	        0.281851336
0.231775103	        0.290848437
0.235537785	        0.298945524
0.239361551	        0.307942625
0.243247393	        0.316264715
0.247196318	        0.325036813
0.251209352	        0.334033914
0.255287533	        0.342131
0.25943192	        0.351128102
0.263643589	        0.360125203
0.26792363	        0.368447293
0.272273154	        0.377219391
0.276693289	        0.386216492
0.281185182	        0.394313578
0.285749997	        0.403085676
0.290778877	        0.413582549
0.290388918	        0.402182607
0.290388918	        0.393182452
0.290388918	        0.384182297
0.290388918	        0.375182142
0.290388918	        0.366181987
0.293129655	        0.354780009
0.292736543	        0.343680073
0.292736543	        0.334679918
0.292736543	        0.325679763
0.292736543	        0.316679608
0.292343959	        0.306779692
0.293917464	        0.421980658
0.293917464	        0.412980503
0.293917464	        0.403980348
0.293917464	        0.394980193
0.293917464	        0.385980038
0.293917464	        0.376979883
0.295103148	        0.364378902
0.295499438	        0.294177439
0.295103148	        0.283377507
0.295103148	        0.274377352
0.295103148	        0.265377197
0.295103148	        0.256377042
0.29470739	        0.246477126
0.296293616	        0.351777922
0.296293616	        0.342777767
0.296293616	        0.333777612
0.296293616	        0.324777457
0.296293616	        0.315777302
0.297488885	        0.303176322
0.297888379	        0.232974858
0.297488885	        0.222174926
0.297488885	        0.213174771
0.297488885	        0.204174616
0.297488885	        0.195174461
0.297089927	        0.185274545
0.297488885	        0.173574089
0.298688977	        0.290575341
0.298688977	        0.281575186
0.298688977	        0.272575031
0.298688977	        0.263574876
0.298688977	        0.254574721
0.29989391	        0.241973741
0.29989391	        0.166822446
0.301103704	        0.22937276
0.301103704	        0.220372605
0.301103704	        0.21137245
0.301103704	        0.202372295
0.301103704	        0.19337214
0.302318378	        0.183471206
0.302318378	        0.174471051
0.307226273	        0.180318099
0.312213844	        0.188415185
0.317282384	        0.197187282
0.322433208	        0.205284368
0.327667652	        0.213606458
0.332987072	        0.221703544
0.338392849	        0.22980063
0.343886384	        0.238797732
0.349469102	        0.246894818
0.355142452	        0.254991904
0.360907903	        0.263764002
0.366766952	        0.271861088
0.372721118	        0.280858189
0.378771946	        0.289630287
0.384921003	        0.298852392
0.391169885	        0.308524505
0.397520213	        0.318196618
0.404516124	        0.331018531
0.402350523	        0.322019394
0.411083118	        0.34331569
0.408882359	        0.333716542
0.416636977	        0.346313197
0.423969322	        0.34810992
0.430852122	        0.348106866
0.43784666	        0.348103813
0.444954747	        0.348550767
0.452178229	        0.352597783
0.46013606	        0.365194692
0.457672694	        0.356195555
0.466978899	        0.372392017
0.474559925	        0.382964146
0.482911649	        0.395786059
0.480326352	        0.386786922
0.490093191	        0.402983384
0.498718283	        0.415580293
0.496048364	        0.406581156
0.506134891	        0.422777618
0.514351583	        0.431999723
0.522701667	        0.441671837
0.531187307	        0.450668938
0.539810705	        0.458316016
0.548574097	        0.467313118
0.558228388	        0.474059926
0.557479755	        0.463259995
0.557479755	        0.45425984
